Outcode,YearBin,min,max,mean,stddev,count,median,lowerQuartile,upperQuartile,skew,range,IQR
BR7,2005 - 2014,50000.0,4550000.0,440348.5737,335071.3293189001,3528.0,325000.0,249000.0,520800.0,3.290096790301797,4500000.0,271800.0
BR7,2015 +,2500.0,8500000.0,662974.8204,461733.1755718234,3179.0,535000.0,400000.0,795000.0,3.845385209202126,8497500.0,395000.0
BR8,1995 - 2004,1000.0,1965000.0,125362.442,83110.75029698086,3618.0,107000.0,72000.0,156500.0,4.927401258661725,1964000.0,84500.0
BR8,2005 - 2014,31250.0,1120000.0,214242.5663,85745.81667136704,2898.0,200000.0,166000.0,244000.0,2.535470794975278,1088750.0,78000.0
BR8,2015 +,500.0,30035000.0,407187.0127,934826.5698792764,3083.0,340000.0,275000.0,410000.0,21.84358360303441,30034500.0,135000.0
BS1,1995 - 2004,10000.0,2500000.0,149367.794,114799.38766417094,2485.0,130000.0,78000.0,195000.0,6.069128440471284,2490000.0,117000.0
BS1,2005 - 2014,8000.0,35125000.0,265260.2327,1116468.5134151329,3301.0,190000.0,155000.0,250000.0,26.54001855962966,35117000.0,95000.0
BS1,2015 +,740.0,75000000.0,814960.914,3572378.52243848,3826.0,282500.0,210000.0,395000.0,12.106763995149354,74999260.0,185000.0
BS10,1995 - 2004,9000.0,1200000.0,96922.6036,73106.59414603851,3890.0,75000.0,50000.0,120000.0,3.3129856424391506,1191000.0,70000.0
BS10,2005 - 2014,30000.0,1225000.0,172041.3483,74132.87797581396,4131.0,154995.0,125750.0,200000.0,2.580978870415225,1195000.0,74250.0
BS10,2015 +,1000.0,24000000.0,311342.4733,763587.8635954419,3649.0,249000.0,195000.0,320000.0,23.402855300534583,23999000.0,125000.0
BS11,1995 - 2004,6000.0,792500.0,77132.886,47129.95753643468,2518.0,66000.0,47000.0,96000.0,4.16445685846505,786500.0,49000.0
BS11,2005 - 2014,30000.0,3650000.0,149663.2778,108421.2781880165,2293.0,137000.0,118500.0,161500.0,21.0523307131417,3620000.0,43000.0
BS11,2015 +,195.0,166105301.0,387341.3473,3453562.270847954,2511.0,220000.0,175000.0,280000.0,44.43153980569289,166105106.0,105000.0
BS13,1995 - 2004,4500.0,325000.0,76545.8485,41572.30377438607,2937.0,65500.0,46000.0,96000.0,1.3291692170975808,320500.0,50000.0
BS13,2005 - 2014,27600.0,5643400.0,146946.1671,113185.5897391898,2891.0,139995.0,117000.0,167500.0,39.77987950204172,5615800.0,50500.0
BS13,2015 +,100.0,5050000.0,237185.1034,141475.80712269194,3743.0,222995.0,176000.0,280000.0,15.144851232557908,5049900.0,104000.0
BS14,1995 - 2004,500.0,610000.0,87061.2358,49166.13636382128,4681.0,74950.0,54000.0,109950.0,2.191356250079182,609500.0,55950.0
BS14,2005 - 2014,30000.0,889950.0,166073.5674,63283.97542823504,4008.0,155000.0,130000.0,185000.0,2.7825598903921915,859950.0,55000.0
BS14,2015 +,1250.0,26820000.0,288053.0947,705111.0302122046,4352.0,249500.0,195500.0,307000.0,29.56943681711608,26818750.0,111500.0
BS15,1995 - 2004,5000.0,480000.0,86524.3023,46682.34335450284,8504.0,74000.0,52000.0,114000.0,1.5461776019919031,475000.0,62000.0
BS15,2005 - 2014,35000.0,680000.0,165538.8373,54452.46080563665,7392.0,155000.0,132000.0,185000.0,1.7519831564416308,645000.0,53000.0
BS15,2015 +,100.0,19082218.0,256187.5303,283049.624853257,7851.0,237000.0,190000.0,290000.0,45.51411718810133,19082118.0,100000.0
BS16,1995 - 2004,300.0,800000.0,110436.756,62029.720255735374,16834.0,97000.0,66500.0,139500.0,1.9488051954501884,799700.0,73000.0
BS16,2005 - 2014,5000.0,32150000.0,200762.3621,298134.51894221344,13324.0,180000.0,146500.0,235000.0,93.95812232974664,32145000.0,88500.0
BS16,2015 +,126.0,42386166.0,324620.4674,653874.0684807542,15365.0,280000.0,215000.0,358500.0,41.042793047694616,42386040.0,143500.0
BS17,1995 - 2004,24000.0,550000.0,269000.0,216242.14821969063,3.0,233000.0,24000.0,550000.0,0.367658933178619,526000.0,526000.0
BS17,2005 - 2014,,,,,,,,,,,
BS17,2015 +,1250.0,35000.0,23750.0,15909.90257669732,3.0,35000.0,1250.0,35000.0,-1.0606601717798212,33750.0,33750.0
BS19,1995 - 2004,68000.0,240000.0,135000.0,75184.21820213778,3.0,97000.0,68000.0,240000.0,0.943536908331096,172000.0,172000.0
BS19,2005 - 2014,360000.0,650000.0,505000.0,145000.0,2.0,650000.0,360000.0,0.0,0.0,290000.0,-360000.0
BS19,2015 +,,,,,,,,,,,
BS2,1995 - 2004,1500.0,1622900.0,94527.9409,76128.32717725591,1998.0,77500.0,45500.0,125000.0,5.630074256773986,1621400.0,79500.0
BS2,2005 - 2014,8000.0,3300000.0,171456.289,125596.89094477004,2689.0,157000.0,125000.0,194750.0,14.685270062815954,3292000.0,69750.0
BS2,2015 +,750.0,39300000.0,448694.8638,1657830.791989632,3017.0,250000.0,190000.0,335337.0,15.284840511635563,39299250.0,145337.0
BS20,1995 - 2004,300.0,960000.0,137612.6803,78438.65255752523,6474.0,122500.0,80000.0,177000.0,1.8183359072127008,959700.0,97000.0
BS20,2005 - 2014,12500.0,9120000.0,237526.3284,190017.931140017,8358.0,220000.0,170000.0,272000.0,30.465851782159355,9107500.0,102000.0
BS20,2015 +,365.0,27800000.0,374047.2929,462592.616556564,6234.0,325000.0,245000.0,426000.0,38.08290921303245,27799635.0,181000.0
BS21,1995 - 2004,500.0,1320000.0,105603.3739,74002.32728259423,5934.0,84500.0,58000.0,131000.0,3.1801756955473053,1319500.0,73000.0
BS21,2005 - 2014,37500.0,2250000.0,222179.523,122866.7374773058,4610.0,184000.0,149500.0,250000.0,2.8648800886091093,2212500.0,100500.0
BS21,2015 +,720.0,16500000.0,352765.5101,355816.6378418674,4238.0,285000.0,220000.0,400000.0,24.398026722854,16499280.0,180000.0
BS22,1995 - 2004,715.0,937500.0,89993.2343,48214.34335448317,12008.0,78000.0,56000.0,114000.0,2.458404635400768,936785.0,58000.0
BS22,2005 - 2014,46310.0,9154271.0,170506.6141,152670.74880153668,7350.0,156000.0,131500.0,189950.0,45.32569130227561,9107961.0,58450.0
BS22,2015 +,2500.0,20520000.0,238725.0744,308633.8123295069,6454.0,217500.0,173000.0,271000.0,50.01772219014708,20517500.0,98000.0
BS23,1995 - 2004,375.0,1620000.0,83890.5622,60876.28543132666,9018.0,68000.0,45000.0,105000.0,4.115416133671722,1619625.0,60000.0
BS23,2005 - 2014,20000.0,3197529.0,159022.6296,90563.61821742458,6579.0,139500.0,108000.0,187000.0,8.916714248941519,3177529.0,79000.0
BS23,2015 +,1000.0,21000000.0,231237.4079,711431.4926223706,6845.0,169950.0,125000.0,245000.0,26.849777748037223,20999000.0,120000.0
BS24,1995 - 2004,2500.0,645000.0,111058.6056,56573.51765337913,4932.0,98000.0,72000.0,135950.0,1.9200011938259864,642500.0,63950.0
BS24,2005 - 2014,10000.0,2100000.0,184979.6703,72928.99401897064,4713.0,170995.0,142000.0,209950.0,5.75926599229634,2090000.0,67950.0
BS24,2015 +,100.0,8774999.0,261313.2572,269454.70728444244,5750.0,225000.0,181000.0,289950.0,17.670483711869657,8774899.0,108950.0
BS25,1995 - 2004,17500.0,1060000.0,162986.9439,109273.3353365064,1159.0,134000.0,84650.0,217500.0,1.8548907542518072,1042500.0,132850.0
BS25,2005 - 2014,26000.0,1500000.0,285220.3601,139312.49345062903,1094.0,250000.0,199000.0,347000.0,2.058595437569617,1474000.0,148000.0
BS25,2015 +,10000.0,3600000.0,406859.13,226868.40456824168,1277.0,374995.0,285000.0,495000.0,4.014083567896999,3590000.0,210000.0
BS26,1995 - 2004,10750.0,950000.0,142611.036,93141.17427332484,1056.0,121000.0,78000.0,179950.0,2.1314861519442543,939250.0,101950.0
BS26,2005 - 2014,53000.0,900000.0,285670.9925,136639.23779084,664.0,250000.0,186000.0,370000.0,0.9678104047992834,847000.0,184000.0
BS26,2015 +,1000.0,3070000.0,401833.4037,271388.4584512516,706.0,340000.0,232000.0,515000.0,2.821399878881699,3069000.0,283000.0
BS27,1995 - 2004,15000.0,550000.0,129666.2117,74811.6382872743,1828.0,115950.0,72750.0,168000.0,1.4183060762195296,535000.0,95250.0
BS27,2005 - 2014,35000.0,706500.0,241151.6549,100723.34273400097,1214.0,230000.0,170000.0,295000.0,1.068831878400087,671500.0,125000.0
BS27,2015 +,900.0,4200000.0,328498.7905,229021.14410222805,1279.0,295000.0,210000.0,400000.0,7.335925052521898,4199100.0,190000.0
BS28,1995 - 2004,30000.0,835000.0,197636.6071,117528.14241771025,593.0,170000.0,112500.0,250000.0,1.381001662366076,805000.0,137500.0
BS28,2005 - 2014,60000.0,985000.0,373109.9012,165576.36248041064,425.0,347000.0,245000.0,460000.0,1.0068681371302983,925000.0,215000.0
BS28,2015 +,3000.0,1950000.0,532304.4113,280128.22623078903,530.0,485000.0,345000.0,665000.0,1.512725280598372,1947000.0,320000.0
BS29,1995 - 2004,12670.0,700000.0,115290.0946,73302.85369286848,592.0,94950.0,64500.0,145000.0,2.2715090332045014,687330.0,80500.0
BS29,2005 - 2014,50000.0,695000.0,222212.5706,104398.02449535692,354.0,187000.0,155000.0,255000.0,1.7709336468945638,645000.0,100000.0
BS29,2015 +,10000.0,12095000.0,322551.2823,472256.2004712484,673.0,292995.0,225000.0,357000.0,23.07963888911555,12085000.0,132000.0
BS3,1995 - 2004,5000.0,935000.0,87272.5571,50435.23819648443,8390.0,75000.0,48500.0,120000.0,1.9252300492405336,930000.0,71500.0
BS3,2005 - 2014,3300.0,3800000.0,185448.3607,77965.84235160009,8707.0,175000.0,146000.0,215000.0,15.876472065655143,3796700.0,69000.0
BS3,2015 +,100.0,51850000.0,335653.4859,678986.2049997263,8214.0,297500.0,225000.0,380000.0,57.09558578212504,51849900.0,155000.0
BS30,1995 - 2004,10000.0,820000.0,103400.4515,68291.70841356827,6673.0,85000.0,58000.0,127000.0,2.89398055858817,810000.0,69000.0
BS30,2005 - 2014,65000.0,4820000.0,206713.3121,129949.88006231416,4521.0,180000.0,150000.0,237500.0,16.377317294253437,4755000.0,87500.0
BS30,2015 +,999.0,32325000.0,336313.1879,632028.0144624935,4333.0,275000.0,220000.0,360000.0,36.12072869298252,32324001.0,140000.0
BS31,1995 - 2004,15000.0,780000.0,127617.9637,84749.81777604322,3385.0,106950.0,67500.0,161500.0,1.948361386412672,765000.0,94000.0
BS31,2005 - 2014,11280.0,1650000.0,236810.9354,119050.8690603682,3049.0,215000.0,153000.0,285000.0,2.246113084784513,1638720.0,132000.0
BS31,2015 +,958.0,11121840.0,361955.6051,268228.9377380848,4609.0,330000.0,240000.0,430000.0,17.537775616946536,11120882.0,190000.0
BS32,1995 - 2004,11100.0,830000.0,98045.8223,57211.13207336996,10395.0,83250.0,59000.0,122000.0,2.409812168373399,818900.0,63000.0
BS32,2005 - 2014,52000.0,17800000.0,210081.7314,276053.6351403791,5272.0,175000.0,148500.0,237950.0,50.96082680421018,17748000.0,89450.0
BS32,2015 +,1000.0,93050000.0,449244.9342,1978533.8888168817,3706.0,275000.0,214000.0,375000.0,31.984502014438075,93049000.0,161000.0
BS34,1995 - 2004,6450.0,487625.0,89486.8624,46922.146961143575,6330.0,79000.0,54000.0,116000.0,1.4145749062187036,481175.0,62000.0
BS34,2005 - 2014,12500.0,7220000.0,180845.923,141400.09751278898,5065.0,164000.0,140000.0,205000.0,32.97007396048642,7207500.0,65000.0
BS34,2015 +,265.0,52880562.0,318901.1474,897340.0400497841,6261.0,258000.0,206000.0,322496.0,40.68803250472949,52880297.0,116496.0
BS35,1995 - 2004,9900.0,1275000.0,120957.0203,80670.1644179289,4285.0,98000.0,67000.0,147500.0,2.6824301543755102,1265100.0,80500.0
BS35,2005 - 2014,6840.0,5160000.0,242830.8363,165104.398122218,3097.0,210000.0,162000.0,285000.0,13.748538509526805,5153160.0,123000.0
BS35,2015 +,500.0,111921434.0,464949.2462,2854637.981363969,4187.0,318000.0,238500.0,420000.0,33.067226263471234,111920934.0,181500.0
BS36,1995 - 2004,3400.0,580000.0,145854.8934,76835.66387100567,2571.0,130000.0,85950.0,185000.0,1.2511264997716718,576600.0,99050.0
BS36,2005 - 2014,71500.0,950000.0,269957.1567,109616.27328341496,2164.0,243000.0,197500.0,320000.0,1.662076094225923,878500.0,122500.0
BS36,2015 +,800.0,19548178.0,391318.3276,446768.00092207466,2195.0,350000.0,285000.0,442500.0,36.259702624041005,19547378.0,157500.0
BS37,1995 - 2004,100.0,1230000.0,95841.8543,61121.48484710777,9501.0,80000.0,55000.0,118500.0,3.339646329632587,1229900.0,63500.0
BS37,2005 - 2014,54800.0,1400000.0,189757.9713,79671.11628223323,6160.0,167000.0,139500.0,225000.0,2.601036190631325,1345200.0,85500.0
BS37,2015 +,323.0,21690732.0,309624.3801,452390.2379836666,6682.0,259000.0,209000.0,340000.0,30.1330145942376,21690409.0,131000.0
BS39,1995 - 2004,6000.0,1375000.0,130862.9624,88767.86213563113,2716.0,109950.0,72000.0,165000.0,2.761838104572819,1369000.0,93000.0
BS39,2005 - 2014,42000.0,1250000.0,239937.5846,125687.7069022261,2164.0,209995.0,162000.0,275000.0,2.5380271260186755,1208000.0,113000.0
BS39,2015 +,100.0,4897230.0,327459.6106,244593.8053777031,2573.0,275000.0,215000.0,375000.0,8.417497815064493,4897130.0,160000.0
BS4,1995 - 2004,4700.0,490000.0,79603.8299,47366.65434161788,9579.0,67000.0,46000.0,100000.0,1.708385284001796,485300.0,54000.0
BS4,2005 - 2014,32500.0,4039500.0,164069.1088,88443.5316492251,7662.0,152500.0,124000.0,189000.0,21.258590989990378,4007000.0,65000.0
BS4,2015 +,115.0,46233798.0,298156.3708,656286.4325313113,7861.0,255995.0,195000.0,330000.0,50.46901387562908,46233683.0,135000.0
BS40,1995 - 2004,13000.0,1100000.0,187635.2608,122946.1864196441,2189.0,155000.0,101000.0,242000.0,1.8345002940912611,1087000.0,141000.0
BS40,2005 - 2014,36217.0,1450000.0,352214.2101,184265.99233693615,1623.0,300000.0,230000.0,425000.0,1.8484371146193523,1413783.0,195000.0
BS40,2015 +,100.0,5639065.0,494029.8387,342404.0876980113,1990.0,420000.0,315500.0,585000.0,4.9806380802807775,5638965.0,269500.0
BS41,1995 - 2004,11400.0,942000.0,179318.4038,121503.60699937264,998.0,147000.0,92000.0,240000.0,1.7264892924556423,930600.0,148000.0
BS41,2005 - 2014,50000.0,1215000.0,299494.6006,130967.98170202551,1292.0,272500.0,207000.0,375000.0,1.365063200724705,1165000.0,168000.0
BS41,2015 +,4500.0,2400000.0,469977.0776,246650.44028320996,928.0,415000.0,315000.0,575000.0,2.1459767360146147,2395500.0,260000.0
BS48,1995 - 2004,5000.0,1580000.0,138422.2675,88020.77141678642,4890.0,119000.0,75500.0,176000.0,2.485629644305988,1575000.0,100500.0
BS48,2005 - 2014,40000.0,1585000.0,263907.7149,129854.98222342526,3501.0,230000.0,177000.0,325000.0,2.126892952653729,1545000.0,148000.0
BS48,2015 +,200.0,23630000.0,417863.0469,618434.9777545693,3604.0,345000.0,262000.0,477000.0,29.51984005017683,23629800.0,215000.0
BS49,1995 - 2004,1500.0,725000.0,122704.5372,76826.42994284129,2340.0,100000.0,70000.0,152950.0,2.273796377516825,723500.0,82950.0
BS49,2005 - 2014,42500.0,1080000.0,230998.5973,102617.36267051264,1820.0,213950.0,165000.0,268000.0,2.3058853156142614,1037500.0,103000.0
BS49,2015 +,2000.0,11680000.0,361464.4785,382153.6568240816,2136.0,320000.0,250000.0,415000.0,19.20825503458226,11678000.0,165000.0
BS5,1995 - 2004,5950.0,935000.0,69240.9578,38856.8339861646,11315.0,59995.0,41995.0,90000.0,3.0222233084465318,929050.0,48005.0
BS5,2005 - 2014,28000.0,777500.0,140413.2937,40273.76955375588,8887.0,137500.0,118000.0,160000.0,1.789783577969766,749500.0,42000.0
BS5,2015 +,396.0,45980000.0,271817.5728,711055.1592652114,8754.0,247500.0,187500.0,302000.0,55.43135280935746,45979604.0,114500.0
BS6,1995 - 2004,195.0,1145000.0,145644.5351,97195.34076666374,8720.0,123800.0,77800.0,183000.0,1.9434349424792048,1144805.0,105200.0
BS6,2005 - 2014,30000.0,5610000.0,299316.2523,173038.62066145596,6414.0,249950.0,183000.0,377500.0,5.6438050166572085,5580000.0,194500.0
BS6,2015 +,500.0,28455000.0,494517.3932,590541.1970022401,5214.0,385000.0,280000.0,610000.0,27.332500766366724,28454500.0,330000.0
BS7,1995 - 2004,2000.0,660000.0,112696.9922,65152.62151090058,7832.0,97000.0,63500.0,145000.0,1.5844388839658667,658000.0,81500.0
BS7,2005 - 2014,6000.0,904054.0,217947.7757,93687.5575798922,7695.0,196000.0,153000.0,250000.0,1.5196558394508275,898054.0,97000.0
BS7,2015 +,100.0,19375000.0,372082.2238,364625.4976148886,6154.0,325000.0,240000.0,445500.0,31.007382717046852,19374900.0,205500.0
BS8,1995 - 2004,500.0,1475000.0,162341.5818,124067.74739764872,8024.0,131000.0,82000.0,197500.0,2.8622736269041726,1474500.0,115500.0
BS8,2005 - 2014,13352.0,5950000.0,318885.3715,236514.6598174434,5970.0,250000.0,190000.0,357500.0,5.007921994363717,5936648.0,167500.0
BS8,2015 +,400.0,8100000.0,556432.5554,569482.1425488954,4883.0,415000.0,298000.0,600000.0,5.880038619657155,8099600.0,302000.0
BS9,1995 - 2004,100.0,1100000.0,169996.1613,114126.44946606184,6255.0,139000.0,91000.0,220000.0,2.1546007390101187,1099900.0,129000.0
BS9,2005 - 2014,30000.0,1900000.0,331199.8096,186730.5842692844,5299.0,290000.0,204000.0,400000.0,2.18567968108485,1870000.0,196000.0
BS9,2015 +,200.0,13775000.0,524537.4076,362269.0730641798,4615.0,457600.0,305000.0,653000.0,11.725713299924632,13774800.0,348000.0
CA1,1995 - 2004,3500.0,565000.0,62617.1006,39893.16216219837,5191.0,51000.0,35000.0,79000.0,2.0864451965569843,561500.0,44000.0
CA1,2005 - 2014,1000.0,19760000.0,123449.0682,298081.6355131327,4490.0,108000.0,80000.0,146500.0,63.69896704258392,19759000.0,66500.0
CA1,2015 +,1200.0,12026191.0,151007.9948,271655.7438865352,4630.0,120000.0,85000.0,170000.0,23.968745668379004,12024991.0,85000.0
CA10,1995 - 2004,9500.0,750000.0,108379.5953,73212.07547459107,2397.0,87500.0,57500.0,138000.0,1.8553354636364456,740500.0,80500.0
CA10,2005 - 2014,14000.0,1200000.0,222712.3966,114850.42883882126,1803.0,196000.0,143750.0,276000.0,1.8249298896290784,1186000.0,132250.0
CA10,2015 +,425.0,6074000.0,280018.8276,238652.19867301907,2454.0,240000.0,162000.0,335000.0,9.58583543808368,6073575.0,173000.0
CA11,1995 - 2004,4000.0,925000.0,93473.9296,66497.22653199965,4929.0,73000.0,51000.0,114000.0,2.711406672683505,921000.0,63000.0
CA11,2005 - 2014,12000.0,7367000.0,205268.81,270943.0318492024,3369.0,166500.0,128500.0,235000.0,22.10579104703535,7355000.0,106500.0
CA11,2015 +,300.0,13438000.0,254216.8358,319108.2658271802,4591.0,200000.0,143000.0,295000.0,20.998526140653706,13437700.0,152000.0
CA12,1995 - 2004,1465.0,877500.0,140093.501,94700.98212819127,2000.0,112000.0,72000.0,185000.0,1.7641575652176074,876035.0,113000.0
CA12,2005 - 2014,39500.0,1850000.0,290896.0525,152770.9846293286,1466.0,250000.0,195000.0,350000.0,2.557886408221171,1810500.0,155000.0
CA12,2015 +,500.0,5539988.0,387574.0208,349215.4088858515,1681.0,315500.0,235000.0,440000.0,6.8535773646788405,5539488.0,205000.0
CA13,1995 - 2004,4000.0,596000.0,95354.2865,65518.72701283528,3421.0,75500.0,52000.0,120000.0,2.0931408012848407,592000.0,68000.0
CA13,2005 - 2014,30000.0,8063000.0,205382.6526,184822.6359147588,2556.0,183000.0,135000.0,248000.0,30.388613121896302,8033000.0,113000.0
CA13,2015 +,1000.0,2890000.0,246458.3638,165823.02973128686,3051.0,217500.0,145000.0,310000.0,4.982777134211993,2889000.0,165000.0
CA14,1995 - 2004,3000.0,395000.0,54652.2112,36928.97877581806,6018.0,45000.0,30500.0,69000.0,2.331384878661801,392000.0,38500.0
CA14,2005 - 2014,6000.0,30900000.0,125867.4206,439376.70740749815,5009.0,103500.0,76075.0,150000.0,68.61358470427895,30894000.0,73925.0
CA14,2015 +,500.0,14177804.0,158514.0615,259484.8815974661,5497.0,125500.0,83000.0,187500.0,33.47894532961146,14177304.0,104500.0
CA15,1995 - 2004,3200.0,467640.0,51069.4611,34938.572478349015,2724.0,41350.0,28950.0,63500.0,2.393042474683066,464440.0,34550.0
CA15,2005 - 2014,1000.0,671524.0,115717.4121,57360.06567176141,2174.0,104000.0,75000.0,147500.0,1.5626347131238325,670524.0,72500.0
CA15,2015 +,1000.0,1400000.0,133334.301,79765.65428518015,2322.0,120000.0,80000.0,170000.0,4.243935986724679,1399000.0,90000.0
CA16,1995 - 2004,10000.0,870000.0,99813.8651,66379.34499928016,1171.0,81000.0,55000.0,128000.0,2.5952284492986064,860000.0,73000.0
CA16,2005 - 2014,40000.0,786500.0,194173.4476,88635.84578902792,916.0,176000.0,135000.0,235000.0,1.5268958024922124,746500.0,100000.0
CA16,2015 +,1000.0,2000000.0,236953.7787,170279.37575816765,1184.0,195000.0,145000.0,287000.0,4.389000358128236,1999000.0,142000.0
CA17,1995 - 2004,10000.0,1420000.0,100896.0245,90631.378550483,858.0,75000.0,50000.0,125000.0,5.44049351665566,1410000.0,75000.0
CA17,2005 - 2014,33500.0,675000.0,206780.8909,103836.69709940978,623.0,175000.0,135000.0,250000.0,1.4913842358357174,641500.0,115000.0
CA17,2015 +,900.0,2255000.0,255016.3306,175894.94697838134,862.0,207000.0,144000.0,312500.0,3.224520464853988,2254100.0,168500.0
CA18,1995 - 2004,20000.0,389200.0,84591.25,62376.23935391985,40.0,67000.0,52500.0,99500.0,3.032581948124127,369200.0,47000.0
CA18,2005 - 2014,86000.0,1900000.0,308222.4138,320514.94762771094,29.0,230000.0,165000.0,332000.0,4.334422345699344,1814000.0,167000.0
CA18,2015 +,60000.0,825000.0,223201.5897,155019.2435321099,39.0,175000.0,142000.0,230000.0,2.3540043912110504,765000.0,88000.0
CA19,1995 - 2004,5000.0,385000.0,110557.9671,68587.03071892889,213.0,93000.0,60000.0,143000.0,1.220633843024619,380000.0,83000.0
CA19,2005 - 2014,23000.0,750000.0,241137.9014,116382.11029120992,142.0,220000.0,159000.0,320000.0,1.0237690130248729,727000.0,161000.0
CA19,2015 +,36000.0,1974818.0,326595.7143,264758.2326377327,147.0,273000.0,184000.0,380000.0,3.640268214252541,1938818.0,196000.0
CA2,1995 - 2004,3200.0,319564.0,53104.6434,28164.33455006909,8004.0,45995.0,34200.0,64000.0,1.944081645153839,316364.0,29800.0
CA2,2005 - 2014,13000.0,4450000.0,111135.0279,73440.45133944498,6692.0,100000.0,80000.0,130000.0,33.47832906969972,4437000.0,50000.0
CA2,2015 +,500.0,7388000.0,144603.5505,220983.6363872897,7326.0,118000.0,85000.0,160000.0,16.417877324714937,7387500.0,75000.0
CA20,1995 - 2004,5250.0,430000.0,76043.1333,55388.425611244485,690.0,61000.0,42000.0,87000.0,2.38982279073741,424750.0,45000.0
CA20,2005 - 2014,20000.0,770000.0,159618.0019,79277.33950638681,531.0,139950.0,113000.0,186500.0,2.3088021411016224,750000.0,73500.0
CA20,2015 +,600.0,1200000.0,192483.6309,111874.82799400749,680.0,172000.0,128000.0,222500.0,2.9807284063704493,1199400.0,94500.0
CA21,1995 - 2004,11000.0,250000.0,84775.3598,48198.32576979016,164.0,69500.0,50000.0,110000.0,1.2203052368918987,239000.0,60000.0
CA21,2005 - 2014,58000.0,327000.0,176271.3694,56349.954830222094,111.0,169950.0,138000.0,218000.0,0.3919049529010522,269000.0,80000.0
CA21,2015 +,73000.0,425000.0,221801.5873,82973.94669903204,126.0,220000.0,152000.0,290000.0,0.4646389619742097,352000.0,138000.0
CA22,1995 - 2004,4500.0,395000.0,58215.1804,44213.193348942696,1303.0,43500.0,31000.0,70000.0,2.4454597315209363,390500.0,39000.0
CA22,2005 - 2014,17000.0,452000.0,118874.7073,61697.03993727071,1329.0,99950.0,76000.0,150000.0,1.4717478240435329,435000.0,74000.0
CA22,2015 +,4830.0,1500000.0,135989.8129,96534.24612062934,1192.0,105000.0,79000.0,165000.0,4.13910119865239,1495170.0,86000.0
CA23,1995 - 2004,5000.0,290000.0,53656.9969,49278.87334140389,322.0,35000.0,24000.0,66000.0,2.1763430626914464,285000.0,42000.0
CA23,2005 - 2014,24500.0,392000.0,111373.3333,79075.46282817207,273.0,79950.0,59950.0,148000.0,1.550848858409343,367500.0,88050.0
CA23,2015 +,500.0,890000.0,137385.6128,130584.00869821668,266.0,94950.0,64575.0,160000.0,2.683217835274899,889500.0,95425.0
CA24,1995 - 2004,6000.0,190000.0,40043.3921,24344.11299251908,227.0,33500.0,26000.0,47000.0,1.9635340159011776,184000.0,21000.0
CA24,2005 - 2014,20000.0,289000.0,103550.3043,62075.028925374776,207.0,80000.0,64000.0,123500.0,1.4176595484140744,269000.0,59500.0
CA24,2015 +,6000.0,375000.0,109215.66,73770.60188479147,200.0,85000.0,65000.0,114000.0,1.857962820750896,369000.0,49000.0
CA25,1995 - 2004,5000.0,245000.0,49343.0559,32794.419038434855,894.0,41000.0,27500.0,64500.0,1.7297655159753862,240000.0,37000.0
CA25,2005 - 2014,21700.0,465000.0,100470.7984,56964.61538644658,739.0,82500.0,62500.0,126000.0,1.559478509723286,443300.0,63500.0
CA25,2015 +,1000.0,1620000.0,141042.4082,106462.20025317158,931.0,108000.0,70000.0,195000.0,3.74176731495458,1619000.0,125000.0
CA26,1995 - 2004,1000.0,390000.0,55749.2836,49524.881064186135,677.0,36500.0,24000.0,77950.0,2.129282215091264,389000.0,53950.0
CA26,2005 - 2014,15500.0,500000.0,112214.1376,69819.39628333856,625.0,95000.0,63000.0,135950.0,1.5368111375965186,484500.0,72950.0
CA26,2015 +,4500.0,1263400.0,153658.4947,118759.91267268194,661.0,117000.0,74000.0,215000.0,2.634781498696586,1258900.0,141000.0
CA27,1995 - 2004,9000.0,420000.0,93974.2314,66764.68467613387,350.0,72000.0,49000.0,120000.0,1.6499498269377797,411000.0,71000.0
CA27,2005 - 2014,36250.0,536000.0,188297.5197,80321.0170065969,381.0,180000.0,135000.0,238000.0,0.874690454988039,499750.0,103000.0
CA27,2015 +,39000.0,495000.0,221395.2475,97942.05231771775,295.0,200000.0,150000.0,285000.0,0.6979668762697976,456000.0,135000.0
CA28,1995 - 2004,5000.0,585000.0,57249.6007,37473.803300291765,4613.0,48000.0,33000.0,70995.0,2.530883841407185,580000.0,37995.0
CA28,2005 - 2014,12750.0,2650000.0,124279.854,72670.55694386383,4082.0,110000.0,80000.0,155000.0,10.95424073505047,2637250.0,75000.0
CA28,2015 +,3000.0,2500000.0,149292.184,92830.02337276828,4586.0,130000.0,88000.0,187950.0,6.253246475293261,2497000.0,99950.0
CA3,1995 - 2004,5000.0,499950.0,78508.1917,45411.99424570655,3620.0,67000.0,47000.0,95000.0,2.198737595379144,494950.0,48000.0
CA3,2005 - 2014,20000.0,2800000.0,156151.5206,88806.4398046372,2453.0,150000.0,107000.0,187050.0,11.921905516266982,2780000.0,80050.0
CA3,2015 +,3000.0,4900000.0,201594.312,201003.13689377368,3131.0,175000.0,125000.0,228000.0,11.181945714932011,4897000.0,103000.0
CA4,1995 - 2004,9500.0,900000.0,111119.8572,72268.56643941026,1646.0,89950.0,60000.0,144000.0,2.6204606817801004,890500.0,84000.0
CA4,2005 - 2014,40000.0,1500000.0,221330.3665,106282.62726721054,1315.0,205000.0,146000.0,271000.0,2.4270680485564067,1460000.0,125000.0
